StartOfMonth,Scam___Contact_Mode,Amount_lost,Number_of_reports,Average_report,Average_loss,Group_Count,Category_ID,Complainant_ID,Report_ID
2022-12-01,Phone call,900.0,4,4,225,1,2,9,16242
2022-12-01,Internet,25000.0,1,1,25000,1,2,16,16243
2022-12-01,Internet,2681.0,1,1,2681,1,2,3,16244
2022-12-01,Internet,980.0,1,1,980,1,2,7,16245
2022-12-01,Mail,10000.0,1,1,10000,1,4,7,16246
2022-12-01,Email,4760.0,8,8,595,1,4,5,16247
2022-12-01,Internet,40000.0,1,1,40000,1,4,8,16248
2022-12-01,Internet,10000.0,1,1,10000,1,4,10,16249
2022-12-01,Phone call,2000.0,4,4,500,1,4,5,16250
2022-12-01,Phone call,16561.0,10,10,1656,1,4,4,16251
2022-12-01,Phone call,20000.0,7,7,2857,1,4,9,16252
2022-12-01,Phone call,28427.0,9,9,3159,1,4,7,16253
2022-12-01,Phone call,23210.0,2,2,11605,1,1,14,16254
2022-12-01,Phone call,9000.0,20,20,450,1,1,3,16255
2022-12-01,Phone call,23173.0,81,81,286,1,1,2,16256
2022-12-01,Phone call,1290.0,22,22,59,1,1,4,16257
2022-12-01,Phone call,314.0,7,7,45,1,1,10,16258
2022-12-01,Phone call,5000.0,1,1,5000,1,1,13,16259
2022-12-01,Phone call,37066.0,18,18,2059,1,1,6,16260
2022-12-01,Phone call,25000.0,15,15,1667,1,1,7,16261
2022-12-01,Email,499.0,50,50,10,1,1,4,16262
2022-12-01,Email,1443.0,83,83,17,1,1,5,16263
2022-12-01,Text message,5416.0,29,29,187,1,1,9,16264
2022-12-01,Text message,10000.0,30,30,333,1,1,1,16265
2022-12-01,Text message,1539.0,109,109,14,1,1,5,16266
2022-12-01,Text message,62722.0,112,112,560,1,1,2,16267
2022-12-01,Text message,4013.0,109,109,37,1,1,3,16268
2022-12-01,Text message,56769.0,90,90,631,1,1,4,16269
2022-12-01,Text message,28127.0,34,34,827,1,1,8,16270
2022-12-01,Text message,9000.0,12,12,750,1,1,15,16271
2022-12-01,Text message,64230.0,70,70,918,1,1,6,16272
2022-12-01,Text message,87610.0,114,114,769,1,1,7,16273
2022-12-01,Social media/Online forums,43700.0,1,1,43700,1,12,5,16274
2022-12-01,Social media/Online forums,50000.0,1,1,50000,1,12,2,16275
2022-12-01,Internet,53535.0,2,2,26768,1,12,3,16276
2022-12-01,Internet,200000.0,1,1,200000,1,12,5,16277
2022-12-01,Internet,70000.0,1,1,70000,1,12,6,16278
2022-12-01,Email,10000.0,1,1,10000,1,12,14,16279
2022-12-01,Phone call,4210.0,1,1,4210,1,19,10,16280
2022-12-01,Email,859.0,1,1,859,1,19,5,16281
2022-12-01,Social media/Online forums,792.0,1,1,792,1,19,4,16282
2022-12-01,Internet,650.0,1,1,650,1,27,2,16283
2022-12-01,Email,24000.0,1,1,24000,1,27,10,16284
2022-12-01,Email,300.0,1,1,300,1,27,9,16285
2022-12-01,Social media/Online forums,17800.0,2,2,8900,1,27,7,16286
2022-12-01,Social media/Online forums,31000.0,1,1,31000,1,24,4,16287
2022-12-01,Social media/Online forums,5000.0,2,2,2500,1,24,7,16288
2022-12-01,Text message,1500.0,1,1,1500,1,24,7,16289
2022-12-01,Text message,1000.0,1,1,1000,1,15,7,16290
2022-12-01,Phone call,42000.0,2,2,21000,1,15,4,16291
2022-12-01,Phone call,30000.0,1,1,30000,1,15,5,16292
2022-12-01,Phone call,99.0,3,3,33,1,14,1,16293
2022-12-01,Email,30.0,7,7,4,1,14,10,16294
2022-12-01,Text message,2800.0,38,38,74,1,14,6,16295
2022-12-01,Internet,960.0,1,1,960,1,14,19,16296
2022-12-01,Social media/Online forums,50.0,1,1,50,1,14,3,16297
2022-12-01,Email,113.0,10,10,11,1,14,7,16298
2022-12-01,Social media/Online forums,1000.0,1,1,1000,1,11,10,16299
2022-12-01,Text message,50000.0,1,1,50000,1,11,6,16300
2022-12-01,Internet,850.0,1,1,850,1,11,7,16301
2022-12-01,Mobile apps,600000.0,1,1,600000,1,11,17,16302
2022-12-01,Social media/Online forums,15700.0,1,1,15700,1,11,1,16303
2022-12-01,Internet,20300.0,2,2,10150,1,11,9,16304
2022-12-01,Internet,250.0,1,1,250,1,11,14,16305
2022-12-01,In person,2450000.0,2,2,1225000,1,11,5,16306
2022-12-01,Phone call,55411.0,5,5,11082,1,11,5,16307
2022-12-01,Social media/Online forums,141275.0,2,2,70638,1,11,2,16308
2022-12-01,Phone call,406.0,3,3,135,1,11,2,16309
2022-12-01,Social media/Online forums,490.0,1,1,490,1,11,3,16310
2022-12-01,Email,4000.0,8,8,500,1,11,3,16311
2022-12-01,In person,150000.0,1,1,150000,1,11,3,16312
2022-12-01,Phone call,1406660.0,8,8,175832,1,11,3,16313
2022-12-01,Mobile apps,400000.0,1,1,400000,1,11,10,16314
2022-12-01,Internet,5000.0,1,1,5000,1,12,2,16315
2022-12-01,Social media/Online forums,4000.0,1,1,4000,1,12,11,16316
2022-12-01,Social media/Online forums,7300.0,1,1,7300,1,27,5,16317
2022-12-01,Mobile apps,6000.0,1,1,6000,1,19,5,16318
2022-12-01,Internet,49250.0,1,1,49250,1,4,6,16319
2022-12-01,Email,2.0,47,47,0,1,9,5,16320
2022-12-01,Internet,199.0,1,1,199,1,5,6,16321
2022-12-01,Internet,800.0,1,1,800,1,8,15,16322
2022-12-01,Phone call,0.0,16,16,0,1,9,3,16323
2022-12-01,Email,0.0,13,13,0,1,1,16,16324
2022-12-01,Text message,0.0,1,1,0,1,10,14,16325
2022-12-01,Text message,0.0,31,31,0,1,9,4,16326
2022-12-01,Text message,0.0,1,1,0,1,3,16,16327
2022-12-01,Email,0.0,22,22,0,1,15,5,16328
2022-12-01,Email,0.0,120,120,0,1,1,3,16329
2022-12-01,Email,0.0,61,61,0,1,1,9,16330
2022-12-01,Email,0.0,22,22,0,1,15,6,16331
2022-12-01,Email,0.0,5,5,0,1,14,8,16332
2022-12-01,Email,0.0,34,34,0,1,9,2,16333
2022-12-01,Email,0.0,42,42,0,1,1,1,16334
2022-12-01,Email,0.0,118,118,0,1,1,2,16335
2022-12-01,Email,0.0,5,5,0,1,9,16,16336
2022-12-01,Phone call,0.0,3,3,0,1,4,1,16337
2022-12-01,Email,0.0,8,8,0,1,27,4,16338
2022-12-01,Email,0.0,28,28,0,1,12,5,16339
2022-12-01,Email,0.0,10,10,0,1,2,9,16340
2022-12-01,Email,0.0,3,3,0,1,10,10,16341
2022-12-01,Email,0.0,13,13,0,1,3,8,16342
2022-12-01,Email,0.0,13,13,0,1,14,6,16343
2022-12-01,Email,0.0,2,2,0,1,20,4,16344
2022-12-01,Text message,0.0,63,63,0,1,9,3,16345
2022-12-01,Text message,0.0,12,12,0,1,9,14,16346
2022-12-01,Email,0.0,20,20,0,1,1,8,16347
2022-12-01,Text message,0.0,32,32,0,1,14,3,16348
2022-12-01,Email,0.0,2,2,0,1,11,4,16349
2022-12-01,Phone call,0.0,11,11,0,1,14,4,16350
2022-12-01,Phone call,0.0,3,3,0,1,9,8,16351
2022-12-01,Email,0.0,49,49,0,1,3,7,16352
2022-12-01,Email,0.0,2,2,0,1,21,16,16353
2022-12-01,Email,0.0,1,1,0,1,15,21,16354
2022-12-01,Text message,0.0,46,46,0,1,9,5,16355
2022-12-01,Text message,0.0,12,12,0,1,9,8,16356
2022-12-01,Phone call,0.0,3,3,0,1,8,2,16357
2022-12-01,Text message,0.0,12,12,0,1,14,8,16358
2022-12-01,Email,0.0,69,69,0,1,1,6,16359
2022-12-01,Email,0.0,1,1,0,1,24,11,16360
2022-12-01,Email,0.0,5,5,0,1,15,9,16361
2022-12-01,Text message,0.0,5,5,0,1,9,13,16362
2022-12-01,Email,0.0,17,17,0,1,2,4,16363
2022-12-01,Text message,0.0,10,10,0,1,3,3,16364
2022-12-01,Email,0.0,10,10,0,1,14,2,16365
2022-12-01,Email,0.0,24,24,0,1,2,3,16366
2022-12-01,Text message,0.0,1,1,0,1,19,8,16367
2022-12-01,Phone call,0.0,1,1,0,1,11,17,16368
2022-12-01,Text message,0.0,11,11,0,1,2,3,16369
2022-12-01,Text message,0.0,53,53,0,1,14,7,16370
2022-12-01,Text message,0.0,37,37,0,1,14,4,16371
2022-12-01,Email,0.0,17,17,0,1,14,4,16372
2022-12-01,Email,0.0,18,18,0,1,14,5,16373
2022-12-01,Mobile apps,0.0,2,2,0,1,4,6,16374
2022-12-01,Email,0.0,16,16,0,1,3,3,16375
2022-12-01,Text message,0.0,3,3,0,1,3,10,16376
2022-12-01,Phone call,0.0,25,25,0,1,1,5,16377
2022-12-01,Email,0.0,14,14,0,1,21,3,16378
2022-12-01,Email,0.0,2,2,0,1,12,2,16379
2022-12-01,Phone call,0.0,13,13,0,1,1,1,16380
2022-12-01,Email,0.0,24,24,0,1,15,2,16381
2022-12-01,Mobile apps,0.0,1,1,0,1,4,4,16382
2022-12-01,Email,0.0,8,8,0,1,24,5,16383
2022-12-01,Email,0.0,36,36,0,1,1,10,16384
2022-12-01,Internet,0.0,1,1,0,1,14,6,16385
2022-12-01,Phone call,0.0,6,6,0,1,14,9,16386
2022-12-01,Email,0.0,11,11,0,1,3,5,16387
2022-12-01,Text message,0.0,1,1,0,1,27,2,16388
2022-12-01,Text message,0.0,2,2,0,1,10,4,16389
2022-12-01,Email,0.0,9,9,0,1,3,4,16390
2022-12-01,Email,0.0,64,64,0,1,1,7,16391
2022-12-01,Mobile apps,0.0,1,1,0,1,1,11,16392
2022-12-01,Email,0.0,17,17,0,1,9,9,16393
2022-12-01,Mail,0.0,2,2,0,1,2,7,16394
2022-12-01,Email,0.0,3,3,0,1,17,5,16395
2022-12-01,Email,0.0,36,36,0,1,15,3,16396
2022-12-01,Text message,0.0,12,12,0,1,2,4,16397
2022-12-01,Email,0.0,1,1,0,1,27,6,16398
2022-12-01,Internet,0.0,4,4,0,1,1,3,16399
2022-12-01,Phone call,0.0,12,12,0,1,14,6,16400
2022-12-01,Email,0.0,6,6,0,1,8,2,16401
2022-12-01,Phone call,0.0,10,10,0,1,14,5,16402
2022-12-01,Email,0.0,15,15,0,1,1,14,16403
2022-12-01,Email,0.0,4,4,0,1,15,15,16404
2022-12-01,Phone call,0.0,1,1,0,1,11,16,16405
2022-12-01,Text message,0.0,7,7,0,1,2,1,16406
2022-12-01,Mobile apps,0.0,1,1,0,1,2,5,16407
2022-12-01,Email,0.0,5,5,0,1,8,4,16408
2022-12-01,Email,0.0,6,6,0,1,3,6,16409
2022-12-01,Text message,0.0,3,3,0,1,4,4,16410
2022-12-01,Text message,0.0,9,9,0,1,9,1,16411
2022-12-01,Text message,0.0,1,1,0,1,17,4,16412
2022-12-01,Social media/Online forums,0.0,1,1,0,1,3,7,16413
2022-12-01,Text message,0.0,3,3,0,1,15,5,16414
2022-12-01,Text message,0.0,6,6,0,1,9,15,16415
2022-12-01,Email,0.0,24,24,0,1,2,7,16416
2022-12-01,Text message,0.0,1,1,0,1,14,13,16417
2022-12-01,Mobile apps,0.0,1,1,0,1,19,4,16418
2022-12-01,Email,0.0,3,3,0,1,24,8,16419
2022-12-01,Email,0.0,4,4,0,1,21,1,16420
2022-12-01,Email,0.0,1,1,0,1,2,11,16421
2022-12-01,Phone call,0.0,9,9,0,1,14,7,16422
2022-12-01,Internet,0.0,2,2,0,1,4,4,16423
2022-12-01,Text message,0.0,2,2,0,1,9,11,16424
2022-12-01,Phone call,0.0,3,3,0,1,4,15,16425
2022-12-01,Phone call,0.0,5,5,0,1,9,4,16426
2022-12-01,Text message,0.0,1,1,0,1,15,1,16427
2022-12-01,Email,0.0,1,1,0,1,20,7,16428
2022-12-01,Social media/Online forums,0.0,2,2,0,1,7,7,16429
2022-12-01,Email,0.0,12,12,0,1,15,4,16430
2022-12-01,Email,0.0,4,4,0,1,10,8,16431
2022-12-01,Text message,0.0,5,5,0,1,14,16,16432
2022-12-01,Email,0.0,8,8,0,1,1,11,16433
2022-12-01,Email,0.0,3,3,0,1,14,15,16434
2022-12-01,Phone call,0.0,1,1,0,1,2,15,16435
2022-12-01,Phone call,0.0,13,13,0,1,14,2,16436
2022-12-01,Phone call,0.0,1,1,0,1,8,14,16437
2022-12-01,Email,0.0,4,4,0,1,24,1,16438
2022-12-01,Email,0.0,5,5,0,1,17,4,16439
2022-12-01,Email,0.0,7,7,0,1,14,1,16440
2022-12-01,Phone call,0.0,8,8,0,1,9,6,16441
2022-12-01,Email,0.0,9,9,0,1,4,3,16442
2022-12-01,Email,0.0,2,2,0,1,27,8,16443
2022-12-01,Text message,0.0,2,2,0,1,5,8,16444
2022-12-01,Text message,0.0,5,5,0,1,2,5,16445
2022-12-01,Phone call,0.0,6,6,0,1,3,4,16446
2022-12-01,Email,0.0,9,9,0,1,24,2,16447
2022-12-01,Phone call,0.0,8,8,0,1,9,1,16448
2022-12-01,Social media/Online forums,0.0,1,1,0,1,11,4,16449
2022-12-01,Phone call,0.0,1,1,0,1,10,8,16450
2022-12-01,Email,0.0,10,10,0,1,21,5,16451
2022-12-01,Internet,0.0,3,3,0,1,11,3,16452
2022-12-01,Email,0.0,5,5,0,1,3,2,16453
2022-12-01,Mobile apps,0.0,2,2,0,1,1,9,16454
2022-12-01,Phone call,0.0,5,5,0,1,2,4,16455
2022-12-01,Email,0.0,10,10,0,1,7,3,16456
2022-12-01,Email,0.0,2,2,0,1,21,15,16457
2022-12-01,Text message,0.0,10,10,0,1,1,14,16458
2022-12-01,Text message,0.0,5,5,0,1,14,14,16459
2022-12-01,Text message,0.0,1,1,0,1,6,5,16460
2022-12-01,Mail,0.0,4,4,0,1,9,5,16461
2022-12-01,Text message,0.0,7,7,0,1,14,9,16462
2022-12-01,Email,0.0,5,5,0,1,24,15,16463
2022-12-01,Phone call,0.0,1,1,0,1,7,4,16464
2022-12-01,Email,0.0,6,6,0,1,15,10,16465
2022-12-01,Email,0.0,16,16,0,1,15,1,16466
2022-12-01,Email,0.0,9,9,0,1,2,1,16467
2022-12-01,Phone call,0.0,8,8,0,1,4,2,16468
2022-12-01,Mobile apps,0.0,2,2,0,1,1,2,16469
2022-12-01,Email,0.0,2,2,0,1,19,4,16470
2022-12-01,Mobile apps,0.0,1,1,0,1,24,6,16471
2022-12-01,Social media/Online forums,0.0,3,3,0,1,7,9,16472
2022-12-01,Text message,0.0,19,19,0,1,14,5,16473
2022-12-01,Text message,0.0,19,19,0,1,14,2,16474
2022-12-01,Text message,0.0,11,11,0,1,2,2,16475
2022-12-01,Text message,0.0,1,1,0,1,8,6,16476
2022-12-01,Email,0.0,9,9,0,1,2,6,16477
2022-12-01,Email,0.0,2,2,0,1,17,3,16478
2022-12-01,Email,0.0,17,17,0,1,21,2,16479
2022-12-01,Email,0.0,5,5,0,1,24,10,16480
2022-12-01,Text message,0.0,1,1,0,1,15,11,16481
2022-12-01,Text message,0.0,1,1,0,1,5,7,16482
2022-12-01,Email,0.0,13,13,0,1,21,9,16483
2022-12-01,Text message,0.0,1,1,0,1,6,15,16484
2022-12-01,Email,0.0,7,7,0,1,12,7,16485
2022-12-01,Email,0.0,22,22,0,1,15,7,16486
2022-12-01,Text message,0.0,13,13,0,1,2,7,16487
2022-12-01,Internet,0.0,1,1,0,1,10,4,16488
2022-12-01,Text message,0.0,1,1,0,1,21,3,16489
2022-12-01,Phone call,0.0,11,11,0,1,2,5,16490
2022-12-01,Email,0.0,12,12,0,1,3,9,16491
2022-12-01,Email,0.0,3,3,0,1,12,4,16492
2022-12-01,Text message,0.0,12,12,0,1,2,6,16493
2022-12-01,Phone call,0.0,1,1,0,1,1,21,16494
2022-12-01,Phone call,0.0,1,1,0,1,15,6,16495
2022-12-01,Phone call,0.0,8,8,0,1,9,9,16496
2022-12-01,Email,0.0,9,9,0,1,21,4,16497
2022-12-01,Internet,0.0,1,1,0,1,21,5,16498
2022-12-01,Email,0.0,11,11,0,1,14,3,16499
2022-12-01,Text message,0.0,9,9,0,1,4,3,16500
2022-12-01,Email,0.0,5,5,0,1,14,9,16501
2022-12-01,Phone call,0.0,2,2,0,1,8,7,16502
2022-12-01,Text message,0.0,8,8,0,1,2,8,16503
2022-12-01,Text message,0.0,19,19,0,1,14,10,16504
2022-12-01,Email,0.0,4,4,0,1,5,4,16505
2022-12-01,Mobile apps,0.0,1,1,0,1,3,9,16506
2022-12-01,Phone call,0.0,1,1,0,1,14,16,16507
2022-12-01,Email,0.0,3,3,0,1,11,9,16508
2022-12-01,Mail,0.0,1,1,0,1,14,5,16509
2022-12-01,unspecified,0.0,1,1,0,1,10,18,16510
2022-12-01,Email,0.0,5,5,0,1,21,6,16511
2022-12-01,Social media/Online forums,0.0,1,1,0,1,4,8,16512
2022-12-01,Text message,0.0,5,5,0,1,4,2,16513
2022-12-01,Email,0.0,3,3,0,1,1,15,16514
2022-12-01,Text message,0.0,4,4,0,1,4,9,16515
2022-12-01,Phone call,0.0,1,1,0,1,1,26,16516
2022-12-01,Mobile apps,0.0,1,1,0,1,9,1,16517
2022-12-01,Text message,0.0,14,14,0,1,14,1,16518
2022-12-01,Email,0.0,4,4,0,1,27,7,16519
2022-12-01,Phone call,0.0,17,17,0,1,9,5,16520
2022-12-01,Email,0.0,3,3,0,1,10,5,16521
2022-12-01,Mail,0.0,1,1,0,1,27,7,16522
2022-12-01,Text message,0.0,3,3,0,1,9,16,16523
2022-12-01,Email,0.0,1,1,0,1,8,15,16524
2022-12-01,Text message,0.0,3,3,0,1,7,2,16525
2022-12-01,Email,0.0,2,2,0,1,21,10,16526
2022-12-01,Text message,0.0,11,11,0,1,3,4,16527
2022-12-01,Mobile apps,0.0,1,1,0,1,3,7,16528
2022-12-01,Phone call,0.0,6,6,0,1,2,6,16529
2022-12-01,Phone call,0.0,1,1,0,1,2,11,16530
2022-12-01,unspecified,0.0,1,1,0,1,8,27,16531
2022-12-01,Mobile apps,0.0,1,1,0,1,3,11,16532
2022-12-01,Text message,0.0,2,2,0,1,24,3,16533
2022-12-01,Email,0.0,2,2,0,1,8,1,16534
2022-12-01,Email,0.0,7,7,0,1,3,1,16535
2022-12-01,Email,0.0,2,2,0,1,7,9,16536
2022-12-01,Social media/Online forums,0.0,1,1,0,1,4,3,16537
2022-12-01,Email,0.0,10,10,0,1,4,7,16538
2022-12-01,Email,0.0,2,2,0,1,10,6,16539
2022-12-01,Email,0.0,4,4,0,1,3,15,16540
2022-12-01,Social media/Online forums,0.0,1,1,0,1,11,7,16541
2022-12-01,unspecified,0.0,3,3,0,1,1,18,16542
2022-12-01,Text message,0.0,1,1,0,1,7,16,16543
2022-12-01,Text message,0.0,4,4,0,1,2,10,16544
2022-12-01,Text message,0.0,1,1,0,1,12,15,16545
2022-12-01,In person,0.0,1,1,0,1,14,5,16546
2022-12-01,Phone call,0.0,2,2,0,1,6,5,16547
2022-12-01,Email,0.0,10,10,0,1,5,3,16548
2022-12-01,Text message,0.0,1,1,0,1,5,4,16549
2022-12-01,Email,0.0,5,5,0,1,4,6,16550
2022-12-01,Email,0.0,6,6,0,1,5,7,16551
2022-12-01,Social media/Online forums,0.0,1,1,0,1,5,4,16552
2022-12-01,Email,0.0,7,7,0,1,2,10,16553
2022-12-01,Email,0.0,9,9,0,1,24,7,16554
2022-12-01,Phone call,0.0,13,13,0,1,14,3,16555
2022-12-01,Text message,0.0,1,1,0,1,8,4,16556
2022-12-01,Text message,0.0,1,1,0,1,9,27,16557
2022-12-01,Mobile apps,0.0,1,1,0,1,12,2,16558
2022-12-01,Email,0.0,1,1,0,1,17,9,16559
2022-12-01,Text message,0.0,2,2,0,1,8,3,16560
2022-12-01,Text message,0.0,1,1,0,1,21,9,16561
2022-12-01,Text message,0.0,9,9,0,1,3,5,16562
2022-12-01,Email,0.0,3,3,0,1,27,5,16563
2022-12-01,In person,0.0,1,1,0,1,1,10,16564
2022-12-01,Email,0.0,4,4,0,1,10,3,16565
2022-12-01,Phone call,0.0,8,8,0,1,3,3,16566
2022-12-01,Text message,0.0,5,5,0,1,3,2,16567
2022-12-01,Email,0.0,3,3,0,1,7,5,16568
2022-12-01,Phone call,0.0,3,3,0,1,2,2,16569
2022-12-01,Phone call,0.0,1,1,0,1,16,8,16570
2022-12-01,Phone call,0.0,9,9,0,1,1,8,16571
2022-12-01,Text message,0.0,7,7,0,1,9,10,16572
2022-12-01,Email,0.0,5,5,0,1,2,14,16573
2022-12-01,Email,0.0,2,2,0,1,7,6,16574
2022-12-01,Text message,0.0,6,6,0,1,7,5,16575
2022-12-01,Phone call,0.0,2,2,0,1,7,2,16576
2022-12-01,In person,0.0,1,1,0,1,14,3,16577
2022-12-01,Mail,0.0,2,2,0,1,8,3,16578
2022-12-01,unspecified,0.0,3,3,0,1,1,19,16579
2022-12-01,Mobile apps,0.0,1,1,0,1,10,5,16580
2022-12-01,Email,0.0,1,1,0,1,12,6,16581
2022-12-01,Email,0.0,1,1,0,1,27,1,16582
2022-12-01,Email,0.0,2,2,0,1,21,7,16583
2022-12-01,Text message,0.0,1,1,0,1,1,13,16584
2022-12-01,Email,0.0,6,6,0,1,10,9,16585
2022-12-01,Email,0.0,1,1,0,1,7,16,16586
2022-12-01,Text message,0.0,1,1,0,1,8,2,16587
2022-12-01,Email,0.0,2,2,0,1,3,14,16588
2022-12-01,Text message,0.0,8,8,0,1,1,11,16589
2022-12-01,Internet,0.0,1,1,0,1,11,17,16590
2022-12-01,Email,0.0,6,6,0,1,21,8,16591
2022-12-01,Text message,0.0,6,6,0,1,14,15,16592
2022-12-01,Text message,0.0,5,5,0,1,7,7,16593
2022-12-01,Email,0.0,5,5,0,1,5,5,16594
2022-12-01,Text message,0.0,1,1,0,1,27,5,16595
2022-12-01,Phone call,0.0,2,2,0,1,4,8,16596
2022-12-01,Internet,0.0,1,1,0,1,3,8,16597
2022-12-01,Text message,0.0,1,1,0,1,15,6,16598
2022-12-01,Email,0.0,5,5,0,1,15,8,16599
2022-12-01,Phone call,0.0,6,6,0,1,3,7,16600
2022-12-01,Mobile apps,0.0,1,1,0,1,6,6,16601
2022-12-01,Phone call,0.0,1,1,0,1,7,7,16602
2022-12-01,Mobile apps,0.0,1,1,0,1,1,15,16603
2022-12-01,Mail,0.0,2,2,0,1,14,6,16604
2022-12-01,Social media/Online forums,0.0,1,1,0,1,11,6,16605
2022-12-01,In person,0.0,1,1,0,1,3,2,16606
2022-12-01,Social media/Online forums,0.0,1,1,0,1,15,3,16607
2022-12-01,Mobile apps,0.0,3,3,0,1,9,7,16608
2022-12-01,Text message,0.0,1,1,0,1,9,19,16609
2022-12-01,Internet,0.0,1,1,0,1,27,9,16610
2022-12-01,Mobile apps,0.0,1,1,0,1,1,16,16611
2022-12-01,Text message,0.0,1,1,0,1,27,10,16612
2022-12-01,Text message,0.0,1,1,0,1,14,27,16613
2022-12-01,Text message,0.0,1,1,0,1,1,21,16614
2022-12-01,Social media/Online forums,0.0,1,1,0,1,7,5,16615
2022-12-01,Email,0.0,6,6,0,1,24,6,16616
2022-12-01,Email,0.0,3,3,0,1,5,8,16617
2022-12-01,Email,0.0,3,3,0,1,5,6,16618
2022-12-01,Email,0.0,1,1,0,1,19,2,16619
2022-12-01,Email,0.0,1,1,0,1,4,14,16620
2022-12-01,unspecified,0.0,1,1,0,1,14,18,16621
2022-12-01,Mobile apps,0.0,1,1,0,1,4,15,16622
2022-12-01,Text message,0.0,1,1,0,1,6,7,16623
2022-12-01,In person,0.0,2,2,0,1,14,4,16624
2022-12-01,Phone call,0.0,7,7,0,1,2,3,16625
2022-12-01,Social media/Online forums,0.0,1,1,0,1,7,4,16626
2022-12-01,Phone call,0.0,1,1,0,1,2,13,16627
2022-12-01,Email,0.0,2,2,0,1,17,7,16628
2022-12-01,Phone call,0.0,1,1,0,1,6,1,16629
2022-12-01,Phone call,0.0,4,4,0,1,3,6,16630
2022-12-01,Phone call,0.0,10,10,0,1,1,9,16631
2022-12-01,Text message,0.0,3,3,0,1,17,3,16632
2022-12-01,Email,0.0,2,2,0,1,10,1,16633
2022-12-01,Text message,0.0,4,4,0,1,14,11,16634
2022-12-01,Phone call,0.0,1,1,0,1,5,10,16635
2022-12-01,Phone call,0.0,1,1,0,1,24,2,16636
2022-12-01,Email,0.0,4,4,0,1,27,3,16637
2022-12-01,Phone call,0.0,3,3,0,1,3,10,16638
2022-12-01,unspecified,0.0,1,1,0,1,1,24,16639
2022-12-01,Phone call,0.0,3,3,0,1,2,14,16640
2022-12-01,Text message,0.0,1,1,0,1,1,19,16641
2022-12-01,Phone call,0.0,1,1,0,1,15,8,16642
2022-12-01,Email,0.0,1,1,0,1,1,29,16643
2022-12-01,Mail,0.0,1,1,0,1,1,10,16644
2022-12-01,Mail,0.0,1,1,0,1,9,8,16645
2022-12-01,Email,0.0,1,1,0,1,1,21,16646
2022-12-01,Email,0.0,4,4,0,1,10,7,16647
2022-12-01,Mobile apps,0.0,1,1,0,1,14,10,16648
2022-12-01,unspecified,0.0,1,1,0,1,9,18,16649
2022-12-01,Mail,0.0,2,2,0,1,9,2,16650
2022-12-01,In person,0.0,1,1,0,1,14,10,16651
2022-12-01,Phone call,0.0,2,2,0,1,1,11,16652
2022-12-01,Internet,0.0,1,1,0,1,4,1,16653
2022-12-01,Mobile apps,0.0,1,1,0,1,14,7,16654
2022-12-01,Email,0.0,1,1,0,1,5,16,16655
2022-12-01,Email,0.0,1,1,0,1,18,7,16656
2022-12-01,Mail,0.0,2,2,0,1,14,7,16657
2022-12-01,Mobile apps,0.0,1,1,0,1,9,6,16658
2022-12-01,Email,0.0,1,1,0,1,21,11,16659
2022-12-01,Email,0.0,2,2,0,1,17,8,16660
2022-12-01,Email,0.0,2,2,0,1,8,8,16661
2022-12-01,Email,0.0,5,5,0,1,3,10,16662
2022-12-01,Phone call,0.0,1,1,0,1,19,2,16663
2022-12-01,Mail,0.0,1,1,0,1,5,5,16664
2022-12-01,Email,0.0,4,4,0,1,24,16,16665
2022-12-01,Internet,0.0,1,1,0,1,3,2,16666
2022-12-01,Phone call,0.0,2,2,0,1,3,5,16667
2022-12-01,Social media/Online forums,0.0,2,2,0,1,5,5,16668
2022-12-01,Email,0.0,4,4,0,1,24,9,16669
2022-12-01,Text message,0.0,1,1,0,1,19,2,16670
2022-12-01,Text message,0.0,2,2,0,1,8,8,16671
2022-12-01,Internet,0.0,2,2,0,1,1,2,16672
2022-12-01,Email,0.0,1,1,0,1,9,21,16673
2022-12-01,Text message,0.0,3,3,0,1,3,14,16674
2022-12-01,Phone call,0.0,1,1,0,1,1,20,16675
2022-12-01,Phone call,0.0,6,6,0,1,8,3,16676
2022-12-01,Email,0.0,3,3,0,1,2,8,16677
2022-12-01,Text message,0.0,1,1,0,1,2,15,16678
2022-12-01,Email,0.0,1,1,0,1,10,11,16679
2022-12-01,Mobile apps,0.0,4,4,0,1,2,4,16680
2022-12-01,Mobile apps,0.0,1,1,0,1,14,2,16681
2022-12-01,Mail,0.0,2,2,0,1,9,9,16682
2022-12-01,Social media/Online forums,0.0,1,1,0,1,1,15,16683
2022-12-01,Text message,0.0,2,2,0,1,15,2,16684
2022-12-01,Mail,0.0,1,1,0,1,11,5,16685
2022-12-01,Phone call,0.0,3,3,0,1,6,7,16686
2022-12-01,Social media/Online forums,0.0,1,1,0,1,1,2,16687
2022-12-01,Social media/Online forums,0.0,1,1,0,1,3,1,16688
2022-12-01,Mail,0.0,1,1,0,1,3,8,16689
2022-12-01,Phone call,0.0,3,3,0,1,5,3,16690
2022-12-01,Phone call,0.0,1,1,0,1,21,3,16691
2022-12-01,Email,0.0,1,1,0,1,8,12,16692
2022-12-01,Social media/Online forums,0.0,1,1,0,1,24,6,16693
2022-12-01,Fax,0.0,1,1,0,1,1,2,16694
2022-12-01,Internet,0.0,1,1,0,1,7,1,16695
2022-12-01,Mail,0.0,1,1,0,1,1,9,16696
